user_id,item_id,rating,rented for,review_text,category,height,size,age,review_date
809490,1454376,10,wedding,this dress was perfect for a late fall wedding i got a ton of compliments the fit was perfect the color was perfect length was perfect a tad on the short side but felt it was fine because of the long sleeves loved loved loved it would rent again,sheath,"5' 8""",8,34.0,May 19 2022
268004,730008,8,other,i rented this for my daughters high school graduation ceremonyi loved the color out of the boxso springy and funthe lace was just right toonot overdone but dressy and prettythe fit was a little off for methewas too tight in the ribcage and thewas big under the arms and through the hipsi wore thewhich meant i was comfortable all afternoon,dress,"5' 5""",20,43.0,Sep 10 2021
135002,1545760,8,wedding,i was a little nervous because the only size available was abut it fit perfectly i received a ton of compliments and really loved the color the lace on the dress is more of a gold and it looks really delicate in person,sheath,"5' 7""",20,36.0,Oct 20 2019
465832,139086,10,formal affair,i was very worried about this dress being too formfitting and not working with my hips but it fit beautifullyit was a little big up top but not so much that i couldnt wear itit was a little long for me too but i am shorti might try the petite next timeloved this dress,gown,"5' 2""",24,35.0,Jan 20 2018
698893,1910722,10,party,this dress was absolutely gorgeous and a perfectly unique lbd i wore for a party cruise with friends and received endless compliments the material is thicker so i didnt feel the need to wear a bra it hugged my curves perfectly and though it is midi length the front slit adds an extra touch of sexiness i will definitely be renting again,dress,"5' 5""",12,30.0,Aug 09 2021
267418,130259,10,party,loved this dressgreat fit and very comfortable i had to use a safety pin to keep the front together but it was a quick and easy fix i would absolutely recommend this dress ,dress,"5' 9""",24,34.0,Sep 17 2018
452208,128959,10,formal affair,i think i wore the long but i amso the regular would have been perfect i stepped on it from time to time but nothing crazy i wore casual wedges to dress it down as opposed to heels with heels the long may have been perfect i am not usually aim more of aand it was still very flattering,gown,"5' 4""",2,28.0,Feb 08 2021
343315,284665,2,party,the dress is beautiful but the sizes are weirdi tried on theand my back was showing in a very unflattering way then theis okay in the back but the tummy area is too big ,sheath,"5' 2""",16,25.0,Jan 02 2020
554339,127495,6,other,the top was too loosebaggy at the waist long in the arms and boatneck too wide,dress,"5' 3""",8,33.0,Apr 04 2019
394666,389631,10,date,the color the fit the length everything was perfect,dress,"5' 6""",8,27.0,Apr 01 2021
587445,174086,10,wedding,the dress fit perfect and was very comfortable since the skirt was full the neckline was very flatteringloved the jewelry recommended by the stylist also worn on the model in the picture,dress,"5' 7""",12,34.0,Apr 21 2018
656407,387552,10,wedding,nothing to say went wrong,gown,"5' 9""",57,38.0,Sep 02 2021
265889,644706,8,party, imand lbs it hit mid thigh for me,dress,"5' 6""",16,32.0,Mar 14 2021
691106,1459683,10,party,wore this dress as part of a wednesday addams costume it is really comfortable and cute i would advise sizing down since the material is a little stretchy it was a little longer than i was expecting i am onlyand it fell at about midknee overall great rental,dress,"5' 2""",12,24.0,Nov 15 2020
536621,1106101,10,vacation,this dress is literally amazingi wore it in cabo at a resort and people complemented me all nighti didnt take a picture in it and am kicking myself for thatit is so flatteringi amandwith an athletic buildi will rent this over and over,dress,"5' 4""",8,32.0,Dec 02 2021
462359,783906,10,other,loved it and got tons of compliments i was pleasantly surprised that its kind of a sweetheart neckline instead of straight across this was a new herve rental for rtr so it was in perfect condition and not stretched out at alli usually wear xs for herve rentals but sized up for the size s this time it was just more flattering and comfy,dress,"5' 2""",8,38.0,Jul 16 2019
115901,1499974,10,wedding,great dressruns a little small could of used the,dress,"5' 7""",4,36.0,Oct 24 2022
196338,1069002,10,party,fit was perfectstretchy and forgivingbeware there are stripes that run vertical all over this dress that are see through when stretchedi wore a black bra and opaque black tights to keep it modestlooked super cute with booties and big earrings would totally rent again,dress,"5' 9""",20,36.0,Jan 30 2022
243742,688271,4,other,its a struggle to say good things about this dress the fabric was heavy so it made the whole dress heavy and bulky fit was true to sizing just felt very large due to poofyness of the bottom i didnt like the way it lookedi rented for easter and this dress was sent as a replacement for a dress that wasnt available totally different than the dress i rented but i tried it on anyway i didnt wear it for the event due to fit and style,dress,"5' 4""",32,24.0,Apr 18 2022
428934,174086,10,wedding,the dress fit perfectly and looked absoultely great i got so many compliments on the dress i hope it comes in other colors i went with theand it was a perfect fit and very flattering on highly recomend this dress ,dress,"5' 5""",4,36.0,May 28 2018
378553,404235,8,work,i sized up one as its tough to have a wrap dress fit a large bust and be modest but overall fit was great the cut is beautiful and its a great classic look for work or a party i would say in person the coloring is different than id thoughtbackground is the same hot pink as pictured but up close its red and yellow flowers on black lattice i didnt think the colors up close look great together which is the only reason i didnt rate it higher ,dress,"5' 4""",20,34.0,Sep 21 2021
852938,752471,10,party,i would definitely recommend this dress it runs true to size beautiful fabric loved the color easy to wear there were a few places fabric felt a little tight but it was really comfortable and was most due to the lace not having stretch i have a d cupsize and this usually creates a problem in the chest but it didnt at all i will say i didnt realize how low the chest line dips you definitely cannot wear a bra because i have a big chest there was a lot of cleavage i rarely wear anything with cleavage but the lace tones it down i wore to a gala and it was perfect made a statement without being to showy i dont have a picture of me in full length but i have one from the photo booth that gives you a sense of the chest neck line ,dress,"5' 7""",14,32.0,Nov 15 2022
90330,1692935,10,formal affair,fit like a glovei usually teeter between aandbut in this particular dress i wore thei added a strip of double sided tape by the shoulders just to ensure the dress stayed up all night,sheath,"4' 10""",1,34.0,Mar 28 2020
730574,1744232,10,formal affair,the fit was amazing perfect length for a charity gala and i got comments all night i would definitely recommend for a formal event it was super comfortable as well,dress,"5' 2""",8,28.0,Mar 10 2022
498353,619157,10,wedding,it fit true to size the length was great for mebut im short the color was amazing but the material was very heavy and i was indegree heat so i would have preferred something a little more light wieght it would be great for an indoor or outdoor wedding ,dress,"5' 1""",4,33.0,Aug 10 2022
956033,1359622,8,wedding,it has quite a bit of stretch so i wore the smaller size i did wear spanx under for my own comfort and confidence but i dont think its totally necessary the neck line is a little bit high so id definitely pair it with an amazing statement necklace,dress,"5' 0""",28,28.0,Nov 01 2021
922299,1111873,10,wedding,the material for this dress was sturdy and stretchy which made its wear super comfortablethe only con was that the zipper continuously shifted to the right side so i was constantly fixing itotherwise i would order again ,dress,"5' 4""",28,32.0,Nov 26 2022
772321,139086,10,wedding, overall beautiful dress ,gown,"5' 5""",9,42.0,Dec 03 2017
702894,1695878,10,other,i usually wear anbut the arms were snug so i ordered theand it fit great,dress,"5' 6""",20,27.0,Nov 22 2021
832536,1746190,10,other,i wore this dress to a summer baby shower it has two parts a peach slip and the lace dress the colors are vibrant and bold the fit was very comfortable the dress was very easy to wear both the slip and the dress have stretch so it accommodated all my curves everything about this dress was perfect i got so many compliments,dress,"5' 5""",8,30.0,Sep 11 2022
989698,1213427,10,formal affair,the dress fit perfectlythe material does stretch so it hugs your curves and is comfortable i expected to need to wear a long since i ambut the regular was the perfect length with flats so it does run long i received a lot of compliments and never wanted to take it off,gown,"5' 11""",8,23.0,Nov 19 2020
314973,989029,10,wedding,this was the perfect dress i looked better than the bridei amand was about lbs when i wore this dress ,gown,"5' 9""",21,28.0,May 13 2022
996425,172027,8,wedding,pros gorgeous love the low backmy date did toocons as we danced the skirt would shimmy up some so i felt like i was constantly pulling it downoverall great dress just be careful with the fit of the skirt definitely runs a little small,dress,"5' 5""",8,28.0,Jul 08 2018
130782,183945,10,party,it wore the smaller of the size for a tighter fit thefit well but looked more shift dress,sheath,"5' 4""",8,40.0,Oct 29 2017
15127,1063576,10,party,this dress was amazingly comfortable and fit the theme of the event we went tothe material was thick and and pattern was gorgeousgot tons of compliments,sheath,"5' 6""",14,33.0,Mar 17 2021
948599,224876,10,formal affair,the details in this dress didnt do themselves justice in photos but i received many many compliments in personmore importantly i was extremely comfortable thanks to the weight and lack of stretch in the fabric and felt beautiful all night longgreat dress,gown,"5' 5""",9,32.0,Jan 15 2022
766452,547674,10,date,this dress was amazing i rented both aand aas a backup it definitely runs large i normally wear abut wore theto the show both fit fine but thelooked better it was perfect for an afternoon at the show the material was also perfect for a winter day in the citythe shoulders are definitely tight as mentioned in previous reviews but it wasnt uncomfortable i did not want to return this dress i loved it so much will rent again ,dress,"5' 8""",20,50.0,Dec 21 2019
583735,1415952,8,wedding,i received several compliments love where it hits on the leg a little tight in the armsi usually wear abut wore backup,sheath,"5' 6""",16,46.0,Nov 22 2022
388446,132738,10,formal affair,i was starting to get anxious because it was only two nights before prom when my dress came in the mailas soon as i put it on i knew everything about it was perfect the length the fit and it was super flatteringwhen the big night came around i felt like the star of the showit seemed like i was famous with the amount of compliments i was gettingone mom even told me that i had won best dressi couldnt have imagined a better night or a better dresswould recommend for everyone especially girls with a few curves,gown,"5' 3""",12,21.0,May 15 2019
601450,287475,10,formal affair,i loved this dress it was perfect for winter with the long sleeves and the fabric had a nice weight to it it was great for my small bust b and it really accentuated all the things i like about my decolletage the sizefit perfectlyi didnt even bother trying on the sizethe sleeves were a bit snug and required some adjusting to make sure the seam was in the right spot but once i got that right i didnt have to adjust the dress at all for the rest of the night also the length was perfect for myheight with the addition ofheels id highly recommend this dress ,gown,"5' 3""",4,29.0,Dec 05 2021
42169,141688,10,formal affair,the dress was great it fit perfectly and looked beautiful in low light a little bright during the day but still great overall the small train in the back have it the extra glam it needed and i received many compliments all night the only con i have is that the sequins did rub under my arms this was my first experience with rent the runway and it went off without a hitch ill be back for sure,gown,"5' 1""",4,33.0,Apr 30 2019
873725,172914,8,formal affair,beautiful color and loved the bow detail in the back,dress,"5' 7""",12,42.0,Aug 17 2020
29993,1444142,8,wedding,i normally wear afrom white house black market and afrom other stores i was nervous about what size to get but went off other reviews based closely on my height and weight and ordered theand back upi could have went with athe night of but that may have been too tight after dinner so i went with thethis dress was so perfect for a fall wedding i wish i owned it i was debating on wearing tights but it looked so cute with them i also ordered the ombre earrings that others have suggested and they are so heavy you could literally see my lobes being pulled down by the weight luckily i had other earrings that looked just as cutei would definitely rent this dress again no issues with the condition etc ,dress,"5' 5""",4,35.0,Oct 12 2020
350048,522755,10,wedding,im usually either aorin dresses like these im a little wider in the chest and back area so even though afit my body afit my chest and back which in the end was perfect because it gave me wiggle room without being too loose the best part was the floral on the bottom in the picture you can only see the front side with floral but its also in the back it was also a thicker material where a bra isnt necessarily needed the dress held everything in place i definitely recommend it for a special event any time of the year really navy blue works for any season ,dress,"5' 3""",12,28.0,Oct 29 2022
292618,127495,10,wedding,im a solid sizewith an athleticish build i was able to dance and move all night i did wear spanx as the material is a little clingy and you could see my belly button but other than that it was perfect the mesh cut outs were tasteful but still edged the dress up would love to rent again the dress did not ride up and the sleeves were the perfect length for my november wedding to all who rent enjoyxx,dress,"5' 5""",8,29.0,Dec 02 2020
531269,137585,10,party,absolutely loved this dress perfect dress for my birthday celebrationreceived so many compliments ,sheath,"5' 3""",8,28.0,Apr 19 2019
754786,168610,10,formal affair,the dress was stunning in pictures i received so many compliments on the dress and the amazing color in a sea of dark dresses this stood out in a classy way the dress stretched out slightly and i had to pull it up a lot towards the end but it wasnt too bad would definitely rent from rtr again ,gown,"5' 6""",24,30.0,Feb 27 2019
243837,1949394,10,wedding,the fit on the bust shoulders seemed a little tight but its better described as snug the fabric material is just stretch enough for comfort and worked great for lots of dancing very comfortable fit in that sense i wore aand im normally abut it does run a little small id say anyone with more than b might find this too tight up top ,sheath,"5' 6""",4,35.0,Apr 30 2021
828307,1010926,10,formal affair,i didnt wear this dress but it was beautiful,gown,"5' 7""",16,29.0,Aug 28 2022
401869,1198944,10,work,great fit,dress,"5' 4""",4,40.0,Jul 26 2022
726839,1073611,8,formal affair,"on trend yet classic this black marchesa is a show stopperin a sizei fit perfectly on bottom but the top was a little too loose as i couldn’t wear a bra with the sheer paneling running true to size i would say size down for backup as it had a comfortable fit throughout the midsection if hips are your problem area this is a great dress at ’ ” this was definitely the right length as it hit just above my knee i would wear this gown to a winter sorority formal or a wedding the sheer paneling is straight off the runway and doesn’t need much more than a pop clutch and simple heels to wow your date and your friends at any event
",dress,"5' 7""",1,21.0,Mar 10 2022
411449,1205016,10,formal affair,loved the dress and it was perfect for a gatsby themed partythe long was perfect length withheels and i loved the back,gown,"5' 8""",13,34.0,Jan 25 2022
293467,1366699,8,party,i enjoyed wearing this royal blue dress out to an engagement partyit feels very classicand is more blue than the photosi almost didnt recognize it in the rtr las vegas storei enjoyed wearing this dress and would consider it againthis dress is a true womens sizethe lining has some stretch so it is really easy to wearit has bra hook thingies but i didnt need them,sheath,"5' 6""",32,39.0,May 21 2019
392649,1976130,6,work,i was hoping this would be a more structured shift dress but the sweater material is more flowy and less thick than i was expecting cute print and enjoyed wearing once to work but i wouldnt rent again ,dress,"5' 6""",4,32.0,Feb 10 2021
186838,126335,10,party,the fit was great the fabric was on the stretchier side and the fit forgives the imperfections for someone like me with more curves it truly is a dress that makes you feel like a million bucks ,dress,"5' 3""",28,34.0,Dec 03 2018
109521,1384226,10,wedding,received many compliments on this dress fits snug and its a thick material so it was flattering for being a tight dress very nice dress i was sad to let it go,sheath,"5' 3""",1,28.0,May 28 2021
394092,153475,10,formal affair,i absolutely loved this dress i have never been able to find a dress that is long enough for me imall legs and this dress was perfect forinch heels if i had worn myinch heels it would have been just a little short but totally acceptable highly recommend,gown,"5' 10""",21,28.0,Apr 19 2019
933896,135459,8,wedding,i ordered this dress in aand a w since ive recently lost quite a bit of weight the rtr stylist granted me the ability to order the same dress from the regular and plus size collections thefit amazing but the arms were too snug and i wanted to be as comfortable as possible the w fit ok as well but the middle was a little baggy luckily the ruching of the dress made that nearly undetectable also the lining peeked out a few times and i had to put my boyfriend on watch for the hanger straps there are four and they kept coming up as well overall i was comfortable the entire night and got many many compliments this dress is the right amount of conservative glam and sexy,dress,"5' 5""",39,33.0,Apr 14 2019
414914,127865,10,other,i amandlbs i got both the l and the l both fit great but the l was longer so i went with that onei wore it for a fancy nye dinner and received a lot of compliments on the dress the dress is beautiful and comfortable it gives you a great shape and i didnt have to worry about eating too much and popping out of the dress hahavery easy rental process too loved it,gown,"5' 8""",13,32.0,Jan 02 2019
485172,137585,10,party,i rented this for my engagment party and i loved it being petite the back did gap some but with some fasion tape everything staeyed in place since i usually flex between two sizes it was great that i was sent two sizes the dress itself was in great conditon and it was even prettier in person i would highly recomend this dress,sheath,"5' 1""",16,30.0,Dec 23 2018
229659,693849,8,party,the shoulders were looseand not quite off the shoulder,dress,"5' 8""",14,43.0,Apr 05 2022
59971,1166477,10,vacation,i wore this dress for both an out of state wedding and my vacation it was very on trend with the off the shoulder sleeves and looked very high end with the fabric and print it was full length on me and the adjustable straps helped i was very pleased with this dress and got a lot of compliments also it was easy to travel with as it didnt wrinkle when i packed in my suitcase which is always a plus,dress,"5' 1""",4,29.0,Jun 01 2022
902637,1495368,8,everyday,i wore this dress for easter church and brunch it was comfortable and prettyi wore flats and it was a bit long on me i took off one star because it had some slight pulling loose strings in a few areas they werent very noticeable though ,dress,"5' 7""",4,35.0,Apr 23 2022
713352,598696,10,wedding,loved this dress and got so many compliments only complaint was that the neck line was pretty tight when you sat down but would otherwise rent again,dress,"5' 8""",12,29.0,Dec 09 2021
161070,596740,10,vacation,great fit very cute,dress,"5' 3""",14,40.0,Aug 19 2022
198731,1621234,10,party,one of the best i have rented from rtrfit beautifullytrue to sizegreat colors that popsuper sexygot a lot of compliments,sheath,"5' 6""",8,43.0,Aug 09 2021
508869,132738,10,formal affair,i ordered the l and the l i am aboutand i have an athletic build weirdly enough the l fit better than the l on me my only issue was the zipper it got caught on the track and it took several people to get the last inch or so up the sequins rubbed on my underarms a little bit but it wasnt too uncomfortable the dress fit tightly right under my bust but fit fairly loosely from there down this was my first rtr rental and i will definitely be renting again all in all the dress fit great and i wouldrecommend renting it you will turn heads and your date wont be able to take his eyes off you,gown,"5' 9""",13,25.0,Apr 13 2019
733447,1697200,8,other,i rented this dress for my sons baptismwhile modifying a previous rental i was nervous i would need a bigger size in this dress and changed my size selectionwhen i received my shipment i was surprised to see they sent me all three sizesit was a good thing they did because i wound up needing thertr customer service is greatmy only fear in renting this dress and reading the other reviews was that it would be too shorti amand always feel like dresses are too short on me even when they really arentit wasnt that short i did get away with wearing it i was just mindful in any movements i madei was able to wear regular undergarments and it was not tight on my midsectionit was a very comfortable fit i was happy with this rental and received a lot of compliments on iti just wish it was a little longer but overall a great rental ,dress,"5' 6""",16,33.0,Sep 30 2019
588106,1390212,10,party,i got this for a friends baby shower the material was medium weight and didnt need to be steamed before wearing and the fit was true to size lovely bright fun dress for some reason my measurements arent saving in my profile so for reference imand the sizewas great,sheath,"5' 2""",12,31.0,Jun 09 2022
866241,178753,8,party,i rented this for an office holiday party at an upscale restaurant ive gained some weight lately and my s have been very tight so i looked for ato rent and it turned out to be huge on me but it ended up working out fine i used fashion tape to gather the back and covered up the bunchy part under a silvery gray blazer no one knew the difference and i got lots of compliments the best part was in spite of all the beautiful women in cocktail dresses my husband couldnt take his eyes off me i recommend this dress would definitely rent it again if it came in a smaller size sorry photo doesnt show much of the dress our event photographer just did head shots,sheath,"5' 2""",39,43.0,Dec 08 2019
399308,125465,10,formal affair,the dress fit like a glove i have a smaller waist and larger hips and bust definitely an hourglass i wore this dress for overhours with no comfort issues whatsoever the r fit but it was a bit too snug for me in the chest so i went with the larger size i received so many compliments including one from my best friends co what a night,gown,"5' 6""",24,34.0,Jun 16 2019
149491,1064880,10,other,it fit well thewas tight around my hips so i went for thewhich fit much better,sheath,"5' 7""",24,35.0,Jul 14 2019
339556,1058632,10,party,i was unableto wear this dress but i did try it on and it looked amazing it hugs the body just right the material is thick so it will hide any imperfections ,dress,"5' 3""",4,37.0,Jun 15 2022
428494,137585,10,wedding,amazing dress fit true to size comfywas sexy yet classy i got so many compliments all night totally recommend this dressdefinitely a must ,sheath,"5' 1""",1,30.0,Jun 22 2019
485953,1991314,8,work,this dress is really comfortable its simple but the pattern gives it a little something extra ,dress,"5' 4""",8,31.0,Apr 11 2021
289165,241461,10,formal affair,this dress is absolutely perfect i originally grabbed this dress in the georgetown rtr store as a backup because it just looked pretty eh while on the hanger but when i tried it on i instantly felt like a princess i loved how it flowed and it was such an easy dress to dance in all night imand the dress was about an inch or two too long and there is way too much fabric and layering to hem it with the tape they sell at rtr but that was easy to fix with one inch jack roger wedges easier to dance in as welloverall the dress was amazing the colors photographed perfectly andi felt great at my senior prom ,dress,"5' 6""",4,20.0,Apr 28 2021
873155,1769937,8,date,the fabric was a little thicker stiffer than i expected from the pictures,dress,"5' 4""",8,29.0,Nov 08 2022
137241,466603,10,formal affair,i felt like a movie star in head to toe sparkles the dress moves like a dream and is delicious to spin around in i was steeped in compliments all night long and felt sexy glamorous and fun easy to wear dance in sit and pose a little chafing under the pits but nothing i couldnt put up with as a price for wearing this showstopper,gown,"5' 7""",32,40.0,Mar 02 2020
624737,414009,10,wedding,i received many compliments on this dress the color and style were a great match the dress fit well the bottom band was a little bit tight so not ideal for a ton of movement but i was still able to dance the night away,sheath,"5' 2""",1,31.0,Jan 09 2022
225858,136860,10,wedding,great dress i wore it as a bridesmaid in a wedding and it was true to size i didnt have to wear a bra with it but i could have done with maybe pinning in some bra cups to the lining loved the length and it was super comfortable to dance and move around in all day nightonly disappointment was that the second size was a different color like a purpleish thankfully i didnt need it but a friend who rented the same dress incomplained about the same issue with the color difference for the backup sizewould definitely recommend this was my first rtr experience and it was so easy the reviews helped with the size selection and the dress fit perfectly,sheath,"5' 5""",24,31.0,Jul 26 2021
983796,127865,8,formal affair,it was a lovely dress boobs on display and almost too sexy for me,gown,"5' 5""",12,50.0,Nov 09 2020
934383,1205016,8,formal affair,i didnt end up wearing this dress thewas a bit smalli am betweenand this was a backup that rtr sent me after my original order was unavailable i wish i could have tried thebecasue the details on the dress were lovely would recommend if you can size up,gown,"5' 5""",9,29.0,May 01 2021
211037,1565667,8,wedding,i ordered theand theand thefit perfectly if you are bustier i could see thefitting well everywhere else but needing thedue to the room in the chest area ,dress,"5' 4""",4,32.0,May 24 2020
47807,987052,10,party,what a fantastic dress for a great price one little thing it tends to catch on things because of the beading would definelty rent this dress again,dress,"5' 8""",8,40.0,Apr 04 2021
738290,1110122,10,formal affair,i loved this dress for my event the slits on the side were subtle and comfortable only think was the dress was very short i couldnt wear heels and instead had to wear flat sandals made for comfortable feet but i also love wearing heels ,gown,"5' 5""",20,23.0,Dec 12 2022
897683,150752,6,formal affair,usually i were anin most dresses to fit around the bustthe fit was fine through the waist and hips but not enough room in the bustoh it zipped alright however it was very uncomfortable around the arm holesway too tighti had welts the next day from where the sequins were digging into me it was probably the least favorite gown i have rented from rtr,gown,"5' 5""",16,47.0,Mar 20 2019
603555,126335,8,wedding,comfortable great fit,dress,"5' 9""",8,35.0,Aug 11 2019
849000,1450102,10,wedding,i seriously cant say enough about how much i loved this dress im a tad on the busty side and i didnt even need a bra it held everything in where it needed to be held in id rent this again in a heartbeat ,dress,"5' 4""",12,34.0,Jun 03 2022
980750,136860,10,party,it was perfect the color was beautiful and i would love to wear it again ,sheath,"5' 2""",4,26.0,Feb 03 2020
823186,1711225,10,formal affair,its very low cut which made me a little self conscious at a work event and i should have worn spanx to define a waist or something but the slit in the leg is much lower than the website pic shows and was great with my sparkly triplestrap shoes ,gown,"5' 3""",12,33.0,Apr 09 2022
793740,1174307,10,wedding,this beautiful dress fit perfectly in the rib cage and the flared style helped hide the postpartum pooch i have left over after having my son three months ago the low cut style added just the right amount of sexiness to the dress beingtall im always worried about dresses being long enough the length of this dress felt appropriate for a wedding yet still young and fun,dress,"6' 0""",24,29.0,Apr 24 2021
182074,126335,10,wedding,i rented this dress as a bridesmaid dress for a wedding in az everyone loved our dresses they were a great rose gold color that shimmered so nicely in the sunlight i would say this dress was a little tight around the rib cage all of the bridesmaids expressed the same sentiments but otherwise ran true to sizei sized down for my extra size but if i were to rent again i would probably recommend sizing up just to be safe i am ish and the dress came right above my kneei was able to wear a regular bra with this dress which made it even more comfortable ,dress,"5' 5""",8,32.0,Mar 23 2021
649434,1391906,10,work,love this dress for shoulder season weatherflattering got lots of compliments super comfortablethe medium was a little big on me which is why i said it ran large not sure if it was just a style issue and a small would have been too small,dress,"5' 10""",14,37.0,Jun 07 2022
681609,203856,8,formal affair,i amand the long was too short for me in the front had i been able to try this dress on in the store i probably would not have rented it because i really didnt like how short it was but other than that the dress fit and felt great and i loved the way it looked i just wish it had been longer,gown,"5' 10""",17,29.0,Jan 03 2023
587492,1567172,10,wedding,it fit great but i do recommend some fashion tape to keep the dress in place up top,dress,"5' 2""",8,26.0,Mar 26 2022
802716,1697200,8,wedding,it fit pretty well was comfortable and was easy to wear undergarments with it i think it would have looked even better on someone who is taller im pretty short but it still fit well enough that everyone said i looked great it in ,dress,"5' 0""",1,33.0,Jun 30 2019
272829,123793,10,wedding,i went with the smaller size because the dress fits like a glove however seemed to bunch up around the midsection so the smaller size seemed to be less fabric i usually order petite but true to the other reviews the length was shorter so the regular size fit better lengthwise than the petiteif youre a shorter lady when wearing ainch heel youre going to need the regular size i felt absolutely comfortable and fabulous in this dress all night i cannot say how much more i am in love with this dress ,gown,"5' 3""",1,29.0,Apr 25 2021
209374,1661761,10,formal affair,this dress was so perfect for my casino royale themed party i felt incredibly glamourous but for those with bigger busts its quite tight at top and i had to size up to accommodate this ,gown,"5' 6""",8,26.0,Nov 04 2019
107556,1814462,8,date,ok this dress is stunning the fabric could not be prettier its a neoprene material by the way the pros are exactly how beautiful it is that it is really warm for winter and it has an overall very flattering fit it is rather short by the way so dark thighs may be a necessity it has some cons though the first one is that it has a weird fit in the arms the opening between shoulder and arm is rather large but then the fabric compresses the arm itself so it accommodates a thicker arm around the shoulder but not at the biceps area this was annoying and i felt pretty uncomfortable wearing it because of that two other cons which are no big deal the sleeves are really long its ok for wearing it standing up but if you need your hands at all you will have to bring the sleeves up which is not very easy to do with this dress and also loses part ofits charm the second is that the dress is warm indeed so you will feel hot if you are either walking a lot dancing or just being at a warm enough venue one thing which may interest some i wasmonths pregnant when i wore it and it does not compress the belly at all i was quite comfortable there in spite of the bump my discomfort was all because of the arms ,dress,"5' 3""",14,38.0,Mar 30 2021
975050,136860,10,date,"this dress was extremely comfortable and was so pretty i would definitely rent wear this again
dont mind the sushi baby i have going on in this picture ",sheath,"5' 10""",12,30.0,Jul 14 2021
634766,144714,8,wedding,i loved this dress it is beautiful it is thick and heavy material and hangs beautifully the top has more detail than you can see in the pictures it was very long on me i wore it withinch heels and it did drag the ground a little the top was a little big but worked fine i ordered ain backup size and it would have been a better fit in length and in the top but the zipper was so worn that it was way too hard to zip and unzip even on the hanger ,gown,"5' 2""",16,36.0,Aug 19 2017
823876,1603811,8,formal affair,fit my pregnant body after i gainedpounds wasnt expecting a medium would fit i had previously rented the copper version of this dress before which i liked better ended up getting this as a backup for the trina turk origami orange dress but loved that one so much morethis one was nice and fit well but the modern style of the other dress was more appealing and more flattering on my pregnant body ,dress,"5' 4""",14,34.0,Nov 05 2021
144546,1456137,10,formal affair,this was actually a backup dress that had to be sent because the dress i rented was sent back damagedthis is my third time renting from rentherunwaycom and definitely will not be the laststaff was great and supplied the most fabulous backup dress i could hope fordress was perfect for black tie galacompliments all night long very flattering i wore a li amlbs andit was tight in the waste not room to give at allbut it fit great amazing dressi may rent it again for a wedding next monthi will post pictures once i get them from venue,dress,"5' 9""",1,32.0,Mar 29 2020
316931,1427750,10,wedding,super flattering and slimming fits snug and supportive but not too tight very comfortable,dress,"5' 3""",24,25.0,May 09 2021
344280,1944337,8,everyday,this dress works for everything i drove a long road trip and still got there looking cute it is comfortable and you can dress it up or down it is a little short for people that might be taller than melove this for everyday,dress,"5' 4""",12,41.0,Aug 22 2021
17346,1662059,10,formal affair,the dress was a perfect fitloved the simple lines and sophisticated styling the navy color stood out amongst the many black dresses that were worn to the eventi love this dressthe fabric the flair the peplumit was perfect,gown,"5' 1""",1,57.0,Sep 16 2019
824001,1501987,10,formal affair,this was an emergency replacement dress however it was the perfect dress for me as a replacement long was my only length option this eas a barefoot gala and i was concerned about the length but in the end it didnt matter i never tripped over it thos dress also accentuated my curves you definitely are able to wear a strapless bra if you feel the needi felt extremely glamours and received many compliments and turned many heads,gown,"5' 4""",17,54.0,Nov 06 2022
499943,909221,10,vacation,this dress is just darling i would absolutely wear it again it fits true to size with a little room i have larger hips and this dress fit fine and highlighted my smaller waistit isnt too tight around your middle and i was really comfortable in this one i wore it out to dinner in vegas and really felt amazing ,dress,"5' 8""",20,35.0,Mar 28 2022
484895,865225,10,formal affair,nice fit everywhere flowy at the bottom ,dress,,28,27.0,May 14 2021
608684,1603811,10,party,i love this dress so muchits fancy with out feeling like you are trying too hardthe color and fabric are my favorite part but i also loved the lengththe only issue i had with it is the arm holes are a bit low but i was able to use fashion tape to fix thati am considering buying this dress because it is just too cutejust add cute heels and you are ready to go,dress,"5' 9""",8,34.0,Aug 24 2021
489995,1434272,8,work,the neckline is high so it felt a little constricting its also an extremely form fitting dress which is helpful to know going in generally if youre a comfort over beauty kind of person this dress could feel a little restricting but it really is stunning and worth it for a few hours ,sheath,"5' 7""",4,28.0,Mar 04 2021
343735,1708327,10,wedding,loved this dress and also received many complimentsthe color is greati wore thewhich is my typical sizei was surprised that i had no issues with the fit in the bustim a ddd but this fit just fine and in fact there was a little extra roomi wore a regular bramy backup size was awhich was too loose but i dont think thewould have worked as it might have been too small in the armholesi added a brown leather belt and wore brown highheeled sandals with gold jewelrythe dress was fun to dance in and very comfortablehighly recommend,dress,"5' 9""",16,40.0,Aug 21 2022
733376,532135,10,other,i ordered both aandthefit well however i was feeling a bit bloated the day of the shoot and opted for theoverall i had no problems with it the fabric breathes well and allows you to move easily in it ,dress,"5' 3""",24,39.0,Mar 22 2021
864213,721424,10,date,the fabric is thicker that makes it warm and stretchy which was perfect for a chilly night it was a great length right above my kneesthe bodice hugged my upper body and then perfectly opened up just enough it was a great dress that made me look amazing and was perfect for drinking cocktails at the bar,dress,"5' 2""",8,31.0,Mar 13 2021
